,Unnamed: 0.1,Unnamed: 0,department,division,job_title,employee_classification,start_date,title_date,flsa_status,annual_base_rate,start_year,annual_salary,employee_status
1220,1220,1220,Libraries,Branch Operations,Library Assistant II,Permanent Full-time,1996-08-26T00:00:00.000,2015-01-23T00:00:00.000,Nonexempt,37690.0,1996,37690.0,FT
1221,1221,1221,Libraries,Branch Operations,Library Assistant II,Permanent Full-time,2022-06-18T00:00:00.000,2022-06-18T00:00:00.000,Nonexempt,37690.0,2022,37690.0,FT
1222,1222,1222,Libraries,Branch Operations,Library Assistant II,Permanent Full-time,2009-06-30T00:00:00.000,2021-01-30T00:00:00.000,Nonexempt,37690.0,2009,37690.0,FT
1223,1223,1223,Libraries,Branch Operations,Library Assistant II,Permanent Full-time,2018-04-02T00:00:00.000,2021-07-17T00:00:00.000,Nonexempt,37690.0,2018,37690.0,FT
1224,1224,1224,Libraries,Branch Operations,Library Associate II,Permanent Part-time,2017-04-29T00:00:00.000,2022-08-29T00:00:00.000,Nonexempt,19219.2,2017,19219.2,PT
1225,1225,1225,Libraries,Branch Operations,Library Associate II,Permanent Part-time,2022-08-29T00:00:00.000,2022-08-29T00:00:00.000,Nonexempt,19219.2,2022,19219.2,PT
1226,1226,1226,Libraries,Branch Operations,Library Associate  I,Permanent Full-time,2022-08-29T00:00:00.000,2023-03-27T00:00:00.000,Nonexempt,38190.0,2022,38190.0,FT
1227,1227,1227,Libraries,Branch Operations,Library Associate  I,Permanent Full-time,2012-06-26T00:00:00.000,2020-01-06T00:00:00.000,Nonexempt,38190.0,2012,38190.0,FT
1228,1228,1228,Libraries,Branch Operations,Library Associate  I,Permanent Full-time,2014-07-21T00:00:00.000,2023-02-25T00:00:00.000,Nonexempt,38190.0,2014,38190.0,FT
1229,1229,1229,Libraries,Branch Operations,Library Associate  I,Permanent Full-time,2019-02-19T00:00:00.000,2022-01-01T00:00:00.000,Nonexempt,38190.0,2019,38190.0,FT
1230,1230,1230,Libraries,Branch Operations,Library Associate  I,Permanent Full-time,2016-08-08T00:00:00.000,2018-11-10T00:00:00.000,Nonexempt,38190.0,2016,38190.0,FT
1231,1231,1231,Libraries,Branch Operations,Library Assistant II,Permanent Full-time,2016-10-03T00:00:00.000,2021-08-28T00:00:00.000,Nonexempt,37690.0,2016,37690.0,FT
1232,1232,1232,Libraries,Branch Operations,Library Assistant II,Permanent Full-time,1999-07-19T00:00:00.000,2021-07-17T00:00:00.000,Nonexempt,37690.0,1999,37690.0,FT
1233,1233,1233,Libraries,Branch Operations,Library Associate  I,Permanent Full-time,2021-08-30T00:00:00.000,2021-08-30T00:00:00.000,Nonexempt,38190.0,2021,38190.0,FT
1234,1234,1234,Libraries,Branch Operations,Library Associate  I,Permanent Full-time,2008-03-25T00:00:00.000,2023-03-13T00:00:00.000,Nonexempt,38190.0,2008,38190.0,FT
1235,1235,1235,Libraries,Branch Operations,Library Assistant II,Permanent Part-time,2022-11-05T00:00:00.000,2022-11-05T00:00:00.000,Nonexempt,18844.8,2022,18844.8,PT
1236,1236,1236,Libraries,Branch Operations,Library Associate  I,Permanent Part-time,2022-12-05T00:00:00.000,2022-12-05T00:00:00.000,Nonexempt,19094.4,2022,19094.4,PT
1237,1237,1237,Libraries,Branch Operations,Library Assistant II,Permanent Part-time,2019-01-22T00:00:00.000,2022-09-10T00:00:00.000,Nonexempt,18844.8,2019,18844.8,PT
1238,1238,1238,Libraries,Collection and Support Service,Library Assistant II,Permanent Part-time,2016-06-27T00:00:00.000,2022-11-05T00:00:00.000,Nonexempt,18844.8,2016,18844.8,PT
1239,1239,1239,Libraries,Collection and Support Service,Library Assistant II,Permanent Part-time,2014-06-23T00:00:00.000,2022-09-24T00:00:00.000,Nonexempt,18844.8,2014,18844.8,PT
1240,1240,1240,Libraries,Branch Operations,Messenger/Driver,Permanent Full-time,2011-01-10T00:00:00.000,2014-08-08T00:00:00.000,Nonexempt,37440.0,2011,37440.0,FT
1241,1241,1241,Libraries,Branch Operations,Library Assistant II,Permanent Full-time,2018-03-19T00:00:00.000,2021-10-23T00:00:00.000,Nonexempt,37690.0,2018,37690.0,FT
1242,1242,1242,Libraries,Branch Operations,Library Assistant II,Permanent Full-time,2021-11-22T00:00:00.000,2022-02-14T00:00:00.000,Nonexempt,37690.0,2021,37690.0,FT
1243,1243,1243,Libraries,Branch Operations,Library Assistant II,Permanent Full-time,2022-09-12T00:00:00.000,2022-09-12T00:00:00.000,Nonexempt,37690.0,2022,37690.0,FT
1244,1244,1244,Libraries,Branch Operations,Library Assistant II,Permanent Full-time,2021-11-20T00:00:00.000,2021-11-20T00:00:00.000,Nonexempt,37690.0,2021,37690.0,FT
1245,1245,1245,Libraries,Collection and Support Service,Library Assistant II,Permanent Full-time,1984-05-21T00:00:00.000,1996-05-15T00:00:00.000,Nonexempt,45019.34,1984,45019.34,FT
1246,1246,1246,Libraries,Collection and Support Service,Library Associate II,Permanent Full-time,2009-04-01T00:00:00.000,2009-04-01T00:00:00.000,Nonexempt,45438.88,2009,45438.88,FT
1247,1247,1247,Libraries,Branch Operations,Library Associate  I,Permanent Full-time,2022-08-15T00:00:00.000,2022-12-19T00:00:00.000,Nonexempt,38190.0,2022,38190.0,FT
1248,1248,1248,Libraries,Branch Operations,Library Associate  I,Permanent Full-time,2022-07-18T00:00:00.000,2022-07-18T00:00:00.000,Nonexempt,38190.0,2022,38190.0,FT
1249,1249,1249,Libraries,Programming Services,Library Assistant II,Permanent Full-time,2021-12-04T00:00:00.000,2023-04-22T00:00:00.000,Nonexempt,37690.0,2021,37690.0,FT
1250,1250,1250,Libraries,Libraries - Administration,Accounting Technician III,Permanent Full-time,1998-10-19T00:00:00.000,2022-10-24T00:00:00.000,Nonexempt,43500.0,1998,43500.0,FT
1251,1251,1251,Libraries,Branch Operations,Library Assistant II,Permanent Full-time,2001-08-21T00:00:00.000,2014-11-10T00:00:00.000,Nonexempt,37690.0,2001,37690.0,FT
1252,1252,1252,Libraries,Branch Operations,Library Assistant II,Permanent Full-time,2004-01-22T00:00:00.000,2013-01-02T00:00:00.000,Nonexempt,37690.0,2004,37690.0,FT
1253,1253,1253,Libraries,Branch Operations,Library Assistant II,Permanent Full-time,2012-09-20T00:00:00.000,2017-03-27T00:00:00.000,Nonexempt,37690.0,2012,37690.0,FT
1254,1254,1254,Libraries,Branch Operations,Library Assistant II,Permanent Full-time,2002-12-13T00:00:00.000,2008-07-23T00:00:00.000,Nonexempt,37690.0,2002,37690.0,FT
1255,1255,1255,Libraries,Branch Operations,Library Assistant II,Permanent Full-time,2022-08-27T00:00:00.000,2023-04-08T00:00:00.000,Nonexempt,37690.0,2022,37690.0,FT
1256,1256,1256,Libraries,Branch Operations,Library Assistant II,Permanent Full-time,1994-03-22T00:00:00.000,2004-06-23T00:00:00.000,Nonexempt,37690.0,1994,37690.0,FT
1257,1257,1257,Libraries,Branch Operations,Librarian III,Permanent Full-time,2014-03-24T00:00:00.000,2022-04-09T00:00:00.000,Exempt,67200.0,2014,67200.0,FT
1258,1258,1258,Libraries,Branch Operations,Librarian III,Permanent Full-time,2001-06-25T00:00:00.000,2021-10-09T00:00:00.000,Exempt,70349.8,2001,70349.8,FT
1259,1259,1259,Libraries,Branch Operations,Project Coordinator,Permanent Full-time,2018-11-10T00:00:00.000,2023-01-28T00:00:00.000,Exempt,50243.0,2018,50243.0,FT
1260,1260,1260,Libraries,Programming Services,Library Assistant II,Permanent Part-time,2023-04-22T00:00:00.000,2023-04-22T00:00:00.000,Nonexempt,18844.8,2023,18844.8,PT
1261,1261,1261,Libraries,Programming Services,Library Assistant II,Permanent Part-time,2022-09-12T00:00:00.000,2022-09-12T00:00:00.000,Nonexempt,18844.8,2022,18844.8,PT
1262,1262,1262,Libraries,Branch Operations,Librarian II,Permanent Full-time,2023-04-22T00:00:00.000,2023-04-22T00:00:00.000,Exempt,54652.0,2023,54652.0,FT
1263,1263,1263,Libraries,Programming Services,Library Assistant II,Permanent Full-time,2022-07-05T00:00:00.000,2022-07-05T00:00:00.000,Nonexempt,37690.0,2022,37690.0,FT
1264,1264,1264,Libraries,Branch Operations,Library Associate  I,Permanent Full-time,2022-11-19T00:00:00.000,2022-11-19T00:00:00.000,Nonexempt,38190.0,2022,38190.0,FT
1265,1265,1265,Libraries,Libraries - Administration,Accountant II,Permanent Full-time,2022-12-03T00:00:00.000,2023-03-25T00:00:00.000,Exempt,48002.0,2022,48002.0,FT
1266,1266,1266,Libraries,Libraries - Administration,Administrative Assistant II,Permanent Full-time,1995-07-21T00:00:00.000,2018-11-26T00:00:00.000,Nonexempt,56428.41,1995,56428.41,FT
1267,1267,1267,Libraries,Collection and Support Service,Library Assistant II,Permanent Full-time,2017-12-11T00:00:00.000,2021-07-06T00:00:00.000,Nonexempt,37690.0,2017,37690.0,FT
1268,1268,1268,Libraries,Collection and Support Service,Library Assistant II,Permanent Full-time,2019-03-04T00:00:00.000,2020-11-21T00:00:00.000,Nonexempt,37690.0,2019,37690.0,FT
1269,1269,1269,Libraries,Collection and Support Service,Library Assistant II,Permanent Full-time,2006-01-14T00:00:00.000,2022-10-22T00:00:00.000,Nonexempt,39575.0,2006,39575.0,FT
1270,1270,1270,Libraries,Branch Operations,Library Assistant II,Permanent Full-time,2013-03-18T00:00:00.000,2022-01-31T00:00:00.000,Nonexempt,37690.0,2013,37690.0,FT
1271,1271,1271,Libraries,Branch Operations,Library Assistant II,Permanent Full-time,2019-01-07T00:00:00.000,2021-07-17T00:00:00.000,Nonexempt,37690.0,2019,37690.0,FT
1272,1272,1272,Libraries,Collection and Support Service,Library Associate  I,Permanent Full-time,2005-08-29T00:00:00.000,2008-03-12T00:00:00.000,Nonexempt,41333.84,2005,41333.84,FT
1273,1273,1273,Libraries,Branch Operations,Librarian II,Permanent Full-time,2021-08-02T00:00:00.000,2022-11-07T00:00:00.000,Exempt,54652.0,2021,54652.0,FT
1274,1274,1274,Libraries,Branch Operations,Librarian II,Permanent Full-time,2023-01-17T00:00:00.000,2023-01-17T00:00:00.000,Exempt,54652.0,2023,54652.0,FT
1275,1275,1275,Libraries,Director's Office,Library Manager,Permanent Full-time,2004-04-08T00:00:00.000,2014-08-25T00:00:00.000,Exempt,90575.84,2004,90575.84,FT
1276,1276,1276,Libraries,Branch Operations,Librarian II,Permanent Full-time,2022-10-08T00:00:00.000,2022-12-17T00:00:00.000,Exempt,54652.0,2022,54652.0,FT
1277,1277,1277,Libraries,Branch Operations,Project Coordinator,Permanent Full-time,2023-04-22T00:00:00.000,2023-04-22T00:00:00.000,Exempt,55267.0,2023,55267.0,FT
1278,1278,1278,Libraries,Programming Services,Library Associate II,Permanent Full-time,2018-11-13T00:00:00.000,2022-07-05T00:00:00.000,Nonexempt,38440.0,2018,38440.0,FT
1279,1279,1279,Libraries,Programming Services,Program Coordinator,Permanent Full-time,2023-04-22T00:00:00.000,2023-04-22T00:00:00.000,Nonexempt,42870.0,2023,42870.0,FT
1280,1280,1280,Libraries,Programming Services,Project Coordinator,Permanent Full-time,2022-03-14T00:00:00.000,2022-07-16T00:00:00.000,Exempt,50243.0,2022,50243.0,FT
1281,1281,1281,Libraries,Programming Services,Project Coordinator,Permanent Full-time,2017-05-08T00:00:00.000,2022-02-28T00:00:00.000,Exempt,51719.85,2017,51719.85,FT
1282,1282,1282,Libraries,Programming Services,Project Coordinator,Permanent Full-time,2007-06-14T00:00:00.000,2019-09-30T00:00:00.000,Exempt,52754.98,2007,52754.98,FT
1283,1283,1283,Libraries,Programming Services,Librarian II,Permanent Full-time,1982-01-11T00:00:00.000,2005-10-08T00:00:00.000,Exempt,67192.34,1982,67192.34,FT
1284,1284,1284,Libraries,Collection and Support Service,Library Associate II,Permanent Full-time,2007-06-09T00:00:00.000,2018-02-20T00:00:00.000,Nonexempt,41129.97,2007,41129.97,FT
1285,1285,1285,Libraries,Director's Office,Support Technician,Permanent Full-time,2023-03-25T00:00:00.000,2023-03-25T00:00:00.000,Nonexempt,41200.0,2023,41200.0,FT
1286,1286,1286,Libraries,Director's Office,Librarian IV,Permanent Full-time,1999-02-23T00:00:00.000,2022-03-12T00:00:00.000,Exempt,71741.25,1999,71741.25,FT
1287,1287,1287,Libraries,Director's Office,Management Analyst III,Permanent Full-time,2001-12-17T00:00:00.000,2019-05-02T00:00:00.000,Exempt,71824.31,2001,71824.31,FT
1288,1288,1288,Libraries,Sargeant Memorial Collection,Librarian I,Permanent Full-time,2007-10-08T00:00:00.000,2007-10-08T00:00:00.000,Exempt,50505.64,2007,50505.64,FT
1289,1289,1289,Libraries,Director's Office,Library Manager,Permanent Full-time,2001-03-12T00:00:00.000,2018-04-16T00:00:00.000,Exempt,107565.7,2001,107565.7,FT
1290,1290,1290,Libraries,Director's Office,Library Manager,Permanent Full-time,1986-11-03T00:00:00.000,2018-11-26T00:00:00.000,Exempt,118179.92,1986,118179.92,FT
1291,1291,1291,Libraries,Director's Office,Director of Libraries,Permanent Full-time,1995-12-04T00:00:00.000,2013-10-14T00:00:00.000,Exempt,155196.91,1995,155196.91,FT
1292,1292,1292,Libraries,Branch Operations,Library Associate  I,Permanent Full-time,1997-10-23T00:00:00.000,1997-10-23T00:00:00.000,Nonexempt,38347.82,1997,38347.82,FT
1293,1293,1293,Libraries,Branch Operations,Library Associate  I,Permanent Full-time,2015-06-13T00:00:00.000,2022-12-05T00:00:00.000,Nonexempt,40099.5,2015,40099.5,FT
1294,1294,1294,Libraries,Branch Operations,Library Associate II,Permanent Full-time,2022-04-11T00:00:00.000,2023-02-11T00:00:00.000,Nonexempt,40362.0,2022,40362.0,FT
1295,1295,1295,Libraries,Branch Operations,Library Associate II,Permanent Full-time,1984-08-01T00:00:00.000,1998-12-08T00:00:00.000,Nonexempt,56743.95,1984,56743.95,FT
1296,1296,1296,Libraries,Director's Office,Staff Technician I,Permanent Full-time,2023-02-25T00:00:00.000,2023-02-25T00:00:00.000,Nonexempt,38190.0,2023,38190.0,FT
1297,1297,1297,Libraries,Branch Operations,Librarian III,Permanent Full-time,2015-08-31T00:00:00.000,2022-10-08T00:00:00.000,Exempt,64698.58,2015,64698.58,FT
1298,1298,1298,Libraries,Sargeant Memorial Collection,Librarian I,Permanent Full-time,2003-11-10T00:00:00.000,2013-06-21T00:00:00.000,Exempt,53246.55,2003,53246.55,FT
1299,1299,1299,Libraries,Director's Office,Executive Assistant,Permanent Full-time,2006-09-18T00:00:00.000,2017-10-16T00:00:00.000,Nonexempt,55487.57,2006,55487.57,FT
1300,1300,1300,Libraries,Branch Operations,Library Associate II,Permanent Full-time,2002-08-28T00:00:00.000,2021-07-19T00:00:00.000,Nonexempt,49573.69,2002,49573.69,FT
1301,1301,1301,Libraries,Branch Operations,Librarian I,Permanent Full-time,2014-09-16T00:00:00.000,2022-12-05T00:00:00.000,Exempt,42870.0,2014,42870.0,FT
1302,1302,1302,Libraries,Branch Operations,Librarian II,Permanent Full-time,2021-06-19T00:00:00.000,2021-06-19T00:00:00.000,Exempt,56259.63,2021,56259.63,FT
1303,1303,1303,Libraries,Collection and Support Service,Librarian I,Permanent Full-time,2016-09-08T00:00:00.000,2016-09-08T00:00:00.000,Exempt,46831.87,2016,46831.87,FT
1304,1304,1304,Libraries,Collection and Support Service,Library Associate II,Permanent Full-time,1972-05-24T00:00:00.000,1996-05-15T00:00:00.000,Nonexempt,51408.09,1972,51408.09,FT
1305,1305,1305,Libraries,Branch Operations,Librarian II,Permanent Full-time,2010-03-24T00:00:00.000,2021-06-05T00:00:00.000,Exempt,56259.63,2010,56259.63,FT
1306,1306,1306,Libraries,Branch Operations,Library Associate II,Permanent Full-time,2010-10-05T00:00:00.000,2021-11-20T00:00:00.000,Nonexempt,41246.01,2010,41246.01,FT
1307,1307,1307,Libraries,Branch Operations,Librarian II,Permanent Full-time,2021-08-02T00:00:00.000,2021-08-02T00:00:00.000,Exempt,56260.05,2021,56260.05,FT
1308,1308,1308,Libraries,Collection and Support Service,Librarian III,Permanent Full-time,1974-05-01T00:00:00.000,1996-05-15T00:00:00.000,Exempt,89337.93,1974,89337.93,FT
1309,1309,1309,Libraries,Branch Operations,Librarian II,Permanent Full-time,2002-10-01T00:00:00.000,2004-10-15T00:00:00.000,Exempt,63954.37,2002,63954.37,FT
1310,1310,1310,Libraries,Collection and Support Service,Librarian I,Permanent Full-time,2017-03-06T00:00:00.000,2020-01-21T00:00:00.000,Exempt,59703.17,2017,59703.17,FT
1311,1311,1311,Libraries,Branch Operations,Librarian I,Permanent Full-time,2021-11-22T00:00:00.000,2022-12-17T00:00:00.000,Exempt,42870.0,2021,42870.0,FT
1312,1312,1312,Libraries,Branch Operations,Librarian I,Permanent Full-time,2019-10-26T00:00:00.000,2023-03-27T00:00:00.000,Exempt,42870.0,2019,42870.0,FT
1313,1313,1313,Libraries,Branch Operations,Library Assistant II,Permanent Full-time,1984-12-10T00:00:00.000,1996-05-15T00:00:00.000,Nonexempt,42850.69,1984,42850.69,FT
1314,1314,1314,Libraries,Collection and Support Service,InfoTechnology Trainer,Permanent Full-time,2002-01-02T00:00:00.000,2003-06-23T00:00:00.000,Nonexempt,61456.88,2002,61456.88,FT
1315,1315,1315,Libraries,Collection and Support Service,Library Associate  I,Permanent Full-time,1974-01-21T00:00:00.000,1996-05-15T00:00:00.000,Nonexempt,62593.89,1974,62593.89,FT
1316,1316,1316,Libraries,Sargeant Memorial Collection,Librarian I,Permanent Full-time,2004-08-16T00:00:00.000,2016-06-23T00:00:00.000,Exempt,53855.77,2004,53855.77,FT
1317,1317,1317,Elections,Elections,Deputy Registrar/Elections Adm,Permanent Full-time,2021-06-01T00:00:00.000,2021-06-01T00:00:00.000,Exempt,91927.5,2021,91927.5,FT
1318,1318,1318,Elections,Elections,Member Election Board,Appointed by City Council,2023-01-01T00:00:00.000,2023-01-01T00:00:00.000,Nonexempt,4968.34,2023,4968.34,OTHER
1319,1319,1319,Elections,Elections,Election Assistant IV,Permanent Full-time,2003-04-28T00:00:00.000,2018-02-20T00:00:00.000,Nonexempt,54009.25,2003,54009.25,FT
1320,1320,1320,Elections,Elections,Member Election Board,Appointed by City Council,2020-06-19T00:00:00.000,2020-06-19T00:00:00.000,Nonexempt,9936.94,2020,9936.94,OTHER
1321,1321,1321,Elections,Elections,Election Aide,Casual Part-time,2005-06-14T00:00:00.000,2008-11-10T00:00:00.000,Nonexempt,17.0,2005,35360.0,PT
1322,1322,1322,Elections,Elections,Election Assistant II,Permanent Full-time,2014-01-15T00:00:00.000,2014-09-29T00:00:00.000,Nonexempt,41496.0,2014,41496.0,FT
1323,1323,1323,Elections,Elections,Election Aide,Casual Part-time,2012-09-10T00:00:00.000,2012-09-10T00:00:00.000,Nonexempt,17.0,2012,35360.0,PT
1324,1324,1324,Elections,Elections,Election Assistant I,Permanent Full-time,2019-05-11T00:00:00.000,2022-02-14T00:00:00.000,Nonexempt,37440.0,2019,37440.0,FT
1325,1325,1325,Elections,Elections,Election Aide,Intermittent Temporary,2018-07-02T00:00:00.000,2018-07-02T00:00:00.000,Nonexempt,17.0,2018,35360.0,TEMP
1326,1326,1326,Elections,Elections,Member Election Board,Appointed by City Council,2016-03-01T00:00:00.000,2016-03-01T00:00:00.000,Exempt,4968.34,2016,4968.34,OTHER
1327,1327,1327,Elections,Elections,Director of Elections,Permanent Full-time,2011-04-18T00:00:00.000,2016-01-01T00:00:00.000,Exempt,136685.38,2011,136685.38,FT
1328,1328,1328,Elections,Elections,Election Aide,Casual Part-time,2004-07-06T00:00:00.000,2004-07-06T00:00:00.000,Nonexempt,17.0,2004,35360.0,PT
1329,1329,1329,City Planning,Planning-Planning,Zoning Inpector I,Permanent Full-time,2022-08-17T00:00:00.000,2022-08-17T00:00:00.000,Nonexempt,44130.61,2022,44130.61,FT
1330,1330,1330,City Planning,Planning-Planning,Zoning Inspector II,Permanent Full-time,1998-07-23T00:00:00.000,2022-10-22T00:00:00.000,Nonexempt,49300.5,1998,49300.5,FT
1331,1331,1331,City Planning,Planning-Planning,City Planner II,Permanent Full-time,2019-11-12T00:00:00.000,2020-09-28T00:00:00.000,Exempt,60375.0,2019,60375.0,FT
1332,1332,1332,City Planning,Planning-Planning,"Design & Rehab Consultant, Sr",Permanent Full-time,2011-11-07T00:00:00.000,2019-03-30T00:00:00.000,Exempt,65992.54,2011,65992.54,FT
1333,1333,1333,City Planning,Planning-Planning,Management Analyst I,Permanent Full-time,2022-01-17T00:00:00.000,2022-09-12T00:00:00.000,Exempt,44130.45,2022,44130.45,FT
1334,1334,1334,City Planning,Planning-Planning,City Planner I,Permanent Full-time,2022-08-15T00:00:00.000,2022-08-15T00:00:00.000,Exempt,50000.0,2022,50000.0,FT
1335,1335,1335,City Planning,Planning-Planning,City Planner I,Permanent Full-time,2019-10-26T00:00:00.000,2019-10-26T00:00:00.000,Exempt,52500.0,2019,52500.0,FT
1336,1336,1336,City Planning,Planning-Planning,City Planner II,Permanent Full-time,2018-06-04T00:00:00.000,2022-10-22T00:00:00.000,Exempt,60375.0,2018,60375.0,FT
1337,1337,1337,City Planning,Planning-Planning,Administrative Assistant I,Permanent Full-time,2006-06-22T00:00:00.000,2022-02-14T00:00:00.000,Nonexempt,39580.31,2006,39580.31,FT
1338,1338,1338,City Planning,Planning - Bldg Constr,"Codes Specialist, Senior",Permanent Full-time,2022-12-03T00:00:00.000,2022-12-03T00:00:00.000,Nonexempt,42870.0,2022,42870.0,FT
1339,1339,1339,City Planning,Planning-Planning,City Planner Associate,Permanent Full-time,2022-07-18T00:00:00.000,2022-07-18T00:00:00.000,Nonexempt,44130.0,2022,44130.0,FT
1340,1340,1340,City Planning,Planning-Planning,Codes Enforcement Team Leader,Permanent Full-time,2021-01-02T00:00:00.000,2022-08-15T00:00:00.000,Exempt,66250.0,2021,66250.0,FT
1341,1341,1341,City Planning,Planning-Planning,Zoning Inspector II,Permanent Full-time,2021-09-27T00:00:00.000,2022-08-27T00:00:00.000,Nonexempt,49300.5,2021,49300.5,FT
1342,1342,1342,City Planning,Planning-Planning,Principal Planner,Permanent Full-time,2006-09-18T00:00:00.000,2021-07-06T00:00:00.000,Exempt,84000.0,2006,84000.0,FT
1343,1343,1343,City Planning,Planning-Planning,Principal Planner,Permanent Full-time,2020-01-21T00:00:00.000,2021-12-06T00:00:00.000,Exempt,84000.0,2020,84000.0,FT
1344,1344,1344,City Planning,Planning - Bldg Constr,City Planner Associate,Permanent Full-time,2023-01-17T00:00:00.000,2023-01-17T00:00:00.000,Nonexempt,44130.0,2023,44130.0,FT
1345,1345,1345,City Planning,Planning-Planning,City Planner II,Permanent Full-time,2021-03-13T00:00:00.000,2021-03-13T00:00:00.000,Exempt,60375.0,2021,60375.0,FT
1346,1346,1346,City Planning,Planning - Bldg Constr,"Codes Specialist, Senior",Permanent Full-time,2022-10-08T00:00:00.000,2022-10-08T00:00:00.000,Nonexempt,42870.0,2022,42870.0,FT
1347,1347,1347,City Planning,Planning - Environmental Srvcs,Landscape Coordinator II,Permanent Full-time,2006-08-21T00:00:00.000,2022-04-09T00:00:00.000,Nonexempt,61001.11,2006,61001.11,FT
1348,1348,1348,City Planning,Planning-Planning,Principal Planner,Permanent Full-time,2021-07-17T00:00:00.000,2022-10-10T00:00:00.000,Exempt,84000.0,2021,84000.0,FT
1349,1349,1349,City Planning,Planning - Bldg Constr,"Codes Specialist, Senior",Permanent Full-time,2022-01-18T00:00:00.000,2022-01-18T00:00:00.000,Nonexempt,44130.45,2022,44130.45,FT
1350,1350,1350,City Planning,Planning - Bldg Constr,"Codes Specialist, Senior",Permanent Full-time,2018-06-25T00:00:00.000,2018-06-25T00:00:00.000,Nonexempt,52800.0,2018,52800.0,FT
1351,1351,1351,City Planning,Planning - Bldg Constr,City Planner Associate,Permanent Full-time,2022-05-23T00:00:00.000,2022-05-23T00:00:00.000,Nonexempt,44130.45,2022,44130.45,FT
1352,1352,1352,City Planning,Planning - Bldg Constr,"Codes Specialist, Senior",Permanent Full-time,2022-11-07T00:00:00.000,2022-11-07T00:00:00.000,Nonexempt,42870.0,2022,42870.0,FT
1353,1353,1353,City Planning,Planning - Environmental Srvcs,Environmental Services Manager,Permanent Full-time,2000-12-04T00:00:00.000,2016-10-03T00:00:00.000,Exempt,107808.18,2000,107808.18,FT
1354,1354,1354,City Planning,Planning-Planning,City Planner I,Permanent Full-time,2022-02-02T00:00:00.000,2022-02-02T00:00:00.000,Exempt,52500.0,2022,52500.0,FT
1355,1355,1355,City Planning,Planning-Planning,City Planner I,Permanent Full-time,2023-01-17T00:00:00.000,2023-01-17T00:00:00.000,Exempt,52500.0,2023,52500.0,FT
1356,1356,1356,City Planning,Planning - Bldg Constr,"Codes Specialist, Senior",Permanent Full-time,2021-05-03T00:00:00.000,2021-05-03T00:00:00.000,Nonexempt,44130.61,2021,44130.61,FT
1357,1357,1357,City Planning,Planning - Bldg Constr,"Codes Specialist, Senior",Permanent Full-time,2015-04-23T00:00:00.000,2019-04-01T00:00:00.000,Nonexempt,45013.22,2015,45013.22,FT
1358,1358,1358,City Planning,Planning-Planning,Zoning Inspector III,Permanent Full-time,2020-12-19T00:00:00.000,2022-09-24T00:00:00.000,Nonexempt,57000.0,2020,57000.0,FT
1359,1359,1359,City Planning,City Planning - Dir Office,Director of Planning,Permanent Full-time,1994-04-23T00:00:00.000,2023-01-14T00:00:00.000,Exempt,143028.38,1994,143028.38,FT
1360,1360,1360,City Planning,Planning - Environmental Srvcs,Construction Inspector II,Permanent Full-time,2017-10-16T00:00:00.000,2023-01-30T00:00:00.000,Nonexempt,49300.5,2017,49300.5,FT
1361,1361,1361,City Planning,Planning - Environmental Srvcs,Programs Manager,Permanent Full-time,2015-09-08T00:00:00.000,2021-12-06T00:00:00.000,Exempt,68658.64,2015,68658.64,FT
1362,1362,1362,City Planning,Planning - Bldg Constr,City Planner I,Permanent Full-time,2019-03-04T00:00:00.000,2020-02-18T00:00:00.000,Exempt,52500.0,2019,52500.0,FT
1363,1363,1363,City Planning,Planning - Bldg Constr,Permits Specialist,Permanent Full-time,2021-09-27T00:00:00.000,2022-04-23T00:00:00.000,Nonexempt,47953.5,2021,47953.5,FT
1364,1364,1364,City Planning,Planning - Bldg Constr,Administrative Technician,Permanent Full-time,2022-08-17T00:00:00.000,2022-08-17T00:00:00.000,Nonexempt,37940.0,2022,37940.0,FT
1365,1365,1365,City Planning,Planning - Bldg Constr,"Permits Specialist,Senior",Permanent Full-time,2017-10-30T00:00:00.000,2021-11-20T00:00:00.000,Nonexempt,53802.85,2017,53802.85,FT
1366,1366,1366,City Planning,Planning - Bldg Constr,"Codes Specialist, Senior",Permanent Full-time,2015-12-08T00:00:00.000,2015-12-08T00:00:00.000,Nonexempt,53857.0,2015,53857.0,FT
1367,1367,1367,City Planning,Planning-Planning,City Planner I,Permanent Full-time,2016-11-08T00:00:00.000,2021-09-25T00:00:00.000,Exempt,53817.57,2016,53817.57,FT
1368,1368,1368,City Planning,City Planning - Dir Office,Financial Operations Mgr,Permanent Full-time,1999-03-24T00:00:00.000,2022-09-14T00:00:00.000,Exempt,82000.0,1999,82000.0,FT
1369,1369,1369,City Planning,Planning-Planning,City Planner I,Permanent Full-time,2019-12-07T00:00:00.000,2022-01-18T00:00:00.000,Exempt,52500.0,2019,52500.0,FT
1370,1370,1370,City Planning,Planning - Bldg Constr,Permit Technician,Permanent Full-time,2022-06-06T00:00:00.000,2022-06-06T00:00:00.000,Nonexempt,39555.29,2022,39555.29,FT
1371,1371,1371,City Planning,Planning-Planning,Division Head,Permanent Full-time,2013-03-18T00:00:00.000,2014-07-01T00:00:00.000,Exempt,85129.83,2013,85129.83,FT
1372,1372,1372,City Planning,Planning-Planning,Division Head,Permanent Full-time,1994-11-14T00:00:00.000,2006-06-23T00:00:00.000,Exempt,92228.28,1994,92228.28,FT
